b'building_id',parcel_id,development_type_id,improvement_value,residential_units,residential_sqft,sqft_per_unit,non_residential_sqft,building_sqft,res_price_per_sqft,stories,year_built,redfin_sale_price,redfin_sale_year,redfin_home_type,building_type_id630,1868920,1,40543.0,1,1610,1610.0,0,1610.0,261.026880345,1,1949,820000.0,2013.0,Single Family Residential,1
391536,799179,1,225865.0,1,2029,2029.42425042,0,2029.42425042,263.221463055,1,1984,,,,1
394248,576896,1,35585.0,1,1633,1633.0,0,1633.0,132.32331402,1,1952,,,,1
404217,406825,1,120395.0,1,1303,1303.0,0,1303.0,377.107952415,1,1974,595000.0,2004.0,Single Family Residential,1
404950,783590,1,343537.0,1,2125,2125.0,0,2125.0,866.166111029,1,1974,540000.0,1997.0,Single Family Residential,1
406109,819329,1,251177.0,1,1674,1674.0,0,1674.0,305.095915409,1,1992,395000.0,2001.0,Condo/Coop,1
411919,1794046,1,68522.0,1,2069,2069.0,0,2069.0,242.466833955,1,1969,,,,1
414880,1555418,2,107627.4828,3,1584,528.0,0,1584.0,93.3397040419,2,1989,,,,3
416982,1580078,1,192880.0,1,2000,2000.0,0,2000.0,240.501260451,2,1979,364000.0,2012.0,Single Family Residential,1
421080,1780398,1,526000.0,1,4380,4380.0,0,4380.0,161.840664188,1,2006,1182000.0,2005.0,Single Family Residential,1
423236,271876,1,65981.0,1,1551,1551.0,0,1551.0,241.098943595,1,1965,,,,1
423416,442537,1,140703.0,1,1907,1907.0,0,1907.0,418.156749265,1,1966,,,,1
424523,280391,1,241500.0,1,2161,2161.0,0,2161.0,159.015925868,1,1954,345000.0,2009.0,Single Family Residential,1
427272,784847,1,562279.0,1,3815,3815.0,0,3815.0,764.355987856,1,1993,2555000.0,2012.0,Single Family Residential,1
428100,339106,1,283097.0,1,1724,1724.0,0,1724.0,293.976621197,2,1993,333000.0,1999.0,Single Family Residential,1
429467,336314,1,181769.0,1,1251,1251.0,0,1251.0,308.344126416,1,1969,770000.0,2014.0,Single Family Residential,1
430705,478789,1,75401.0,1,1042,1042.0,0,1042.0,329.066177892,1,1954,,,,1
431561,622766,1,196269.0,1,2216,2216.0,0,2216.0,164.087129965,1,1979,507000.0,2004.0,Single Family Residential,1
432786,404271,1,208777.0,1,3139,3139.0,0,3139.0,129.170461553,1,2006,285000.0,2010.0,Single Family Residential,1
436652,1988073,1,226750.0,1,1658,1658.0,0,1658.0,153.544152728,1,1990,310500.0,2010.0,Single Family Residential,1
444401,125947,1,0.0,1,1663,1663.78168077,0,1663.78168077,448.650070776,1,1933,,,,1
447204,164262,1,246400.0,1,1169,1169.0,0,1169.0,229.45994887,1,1962,405000.0,2003.0,Single Family Residential,1
458902,335357,1,350000.0,1,1980,1980.0,0,1980.0,267.210453107,2,1965,775000.0,2005.0,Single Family Residential,1
469098,34848,2,181839.0,5,2817,563.4,0,2817.0,379.60528363,2,1953,170000.0,1997.0,Multi-Family (2-4 Unit),3
473437,664886,1,68544.0,1,1350,1350.0,0,1350.0,126.023030059,1,1917,122000.0,1997.0,Single Family Residential,1
479076,1369622,1,154731.2264,1,1253,1253.0,0,1253.0,84.1001463191,1,1967,154000.0,2003.0,Single Family Residential,1
480420,698374,1,221074.0,1,2095,2095.0,0,2095.0,411.685222334,1,1985,282500.0,1994.0,Single Family Residential,1
484736,734591,1,478719.0,3,12333,4111.0,0,12333.0,397.09027907,1,1950,850000.0,2012.0,Single Family Residential,1
486339,841833,1,81908.0,1,1413,1413.0,0,1413.0,199.279444313,1,1947,170000.0,1996.0,Single Family Residential,1
507717,1406184,1,113887.6,1,1494,1494.0,0,1494.0,319.989095766,1,1959,752000.0,2006.0,Single Family Residential,1
509402,1046653,1,225000.0,1,1030,1030.0,0,1030.0,399.610831684,1,1948,330000.0,2000.0,Single Family Residential,1
513896,764814,1,515363.0,1,2835,2835.0,0,2835.0,448.665560244,1,1983,975000.0,1998.0,Single Family Residential,1
519493,820275,1,75621.0,1,2029,2029.42425042,0,2029.42425042,284.285992343,1,1965,,,,1
522163,1867505,1,95180.0,1,1279,1279.0,0,1279.0,179.296040421,1,1980,230000.0,2010.0,Single Family Residential,1
529195,1187346,1,255296.0,1,1450,1450.0,0,1450.0,375.917042864,1,1973,410000.0,1999.0,Single Family Residential,1
535423,636416,1,73428.0,2,3826,1913.0,0,3826.0,146.145400634,1,1969,,,,1
540780,696883,1,112697.0,1,1760,1760.0,0,1760.0,310.534918238,1,1976,,,,1
542504,716023,1,130290.0,1,1425,1425.0,0,1425.0,340.682548394,1,1956,275000.0,1995.0,Single Family Residential,1
560105,809662,1,237822.0,1,1736,1736.0,0,1736.0,288.236114691,1,1963,490000.0,2012.0,Single Family Residential,1
561021,1152220,14,3170208.0,0,0,0.0,100000,100000.0,0.0,1,1970,,,,7
569847,1269973,2,270507.019,5,5715,1143.0,0,5715.0,61.8107121001,1,1978,,,,3
570276,538746,1,301712.0,1,2162,2162.0,0,2162.0,209.295382261,1,1988,555000.0,2003.0,Condo/Coop,1
573140,450121,1,236581.0,1,2052,2052.0,0,2052.0,192.3379018,1,2010,212500.0,2010.0,Condo/Coop,1
573485,592232,1,45379.0,1,624,624.0,0,624.0,186.786279013,1,1945,,,,1
575881,1935406,1,304713.0,1,3058,3058.0,0,3058.0,135.027033174,1,1988,,,,1
595745,866316,1,9147.0,1,1556,1556.0,0,1556.0,205.779573323,1,1970,,,,1
597529,880735,2,53847.0,1,896,896.0,0,896.0,250.973754364,1,1974,150000.0,1992.0,Condo/Coop,3
599641,897856,2,418997.0,3,2400,800.0,0,2400.0,1232.65587716,1,1916,,,,3
600294,904221,1,104030.0,1,3600,3600.0,0,3600.0,774.162609773,2,1939,,,,1
600575,906748,1,118962.0,1,1200,1200.0,0,1200.0,1973.16789787,2,1904,,,,1
602481,923372,1,205975.0,1,2400,2400.0,1738,4138.0,331.980271074,1,1913,,,,1
604509,941703,1,222174.0,1,1200,1200.0,0,1200.0,607.780660185,1,1943,276500.0,1992.0,Single Family Residential,1
605888,1539330,1,150851.0036,1,1918,1918.0,0,1918.0,233.476135825,2,1970,171500.0,1988.0,Single Family Residential,1
606539,960404,1,278472.0,1,1420,1420.0,0,1420.0,507.731851537,1,1953,619000.0,2002.0,Single Family Residential,1
608679,977605,2,164011.0,3,2400,800.0,0,2400.0,990.651178823,1,1911,,,,3
614624,1034197,1,73545.0,1,1200,1200.0,0,1200.0,420.555901119,2,1969,,,,1
615066,1037769,1,70341.0,1,1200,1200.0,0,1200.0,406.581615527,1,1944,,,,1
616287,1048525,1,179622.0,1,970,970.0,0,970.0,338.806004516,1,1924,301000.0,2000.0,Single Family Residential,1
622704,1477674,1,270764.298,1,1408,1408.0,0,1408.0,457.606568182,1,1956,631500.0,2003.0,Single Family Residential,1
623297,1124823,2,481185.0,1,1674,1674.0,0,1674.0,510.478263732,1,1955,925000.0,2007.0,Single Family Residential,3
636523,1365788,14,4161287.88,0,0,0.0,48000,48000.0,0.0,1,1977,,,,7
638281,1386127,1,145055.448,2,4288,2144.0,0,4288.0,105.778756837,1,1932,,,,1
639057,1394938,1,196657.56,2,2784,1392.0,0,2784.0,70.1806084978,1,1932,547000.0,2000.0,Single Family Residential,1
640688,1410324,1,302093.0752,1,2474,2474.0,0,2474.0,80.4588066518,2,2000,,,,1
645199,1525803,1,177144.6321,1,1442,1442.0,0,1442.0,495.987445573,1,1950,535000.0,2003.0,Single Family Residential,1
652761,1654406,1,164480.0,1,1355,1355.0,0,1355.0,239.652250433,1,1975,360000.0,2012.0,Single Family Residential,1
653476,1662020,1,319968.715,1,2413,2413.0,0,2413.0,323.874925128,2,1997,419500.0,1996.0,Single Family Residential,1
655140,1677930,1,153667.14,1,1675,1675.0,0,1675.0,240.467604802,1,1971,420000.0,2010.0,Single Family Residential,1
657162,1697351,1,418850.53,1,2841,2841.0,0,2841.0,205.815873396,2,1973,1079000.0,2006.0,Single Family Residential,1
657172,1697436,1,353989.81,2,5630,2815.0,0,5630.0,208.062383144,2,1989,434000.0,1998.0,Single Family Residential,1
671508,743306,1,236130.0,1,1522,1522.0,0,1522.0,382.37761974,1,1958,685000.0,2004.0,Single Family Residential,1
677037,784361,1,308386.0,1,2029,2029.42425042,0,2029.42425042,880.84536576,1,1961,,,,1
679000,804286,1,140681.0,1,1765,1765.0,0,1765.0,281.820140431,1,1961,204500.0,1989.0,Single Family Residential,1
